one,timestamp,line,car1,car2,car3,car4,car5,car6,plattform,destination
1,21.06.2018 08:03,S6,107,87,35,97,98,34
1,21.06.2018 08:03,S15,38,49,19,88,48,22
1,21.06.2018 08:06,S7,62,102,109,20,97,39
1,21.06.2018 08:09,S9,26,74,14,88,62,15
1,21.06.2018 08:09,S16,65,89,67,109,102,72
1,21.06.2018 08:11,S5,46,46,68,87,53,87
1,21.06.2018 08:11,S12,86,31,20,81,47,60
1,21.06.2018 08:14,S21,30,87,75,97,58,25
1,21.06.2018 08:16,S12,79,18,65,99,85,31
1,21.06.2018 08:18,S5,29,58,102,63,78,92
1,21.06.2018 08:18,S16,97,51,76,90,85,21
1,21.06.2018 08:19,S9,102,27,60,75,76,88
1,21.06.2018 08:21,S7,63,14,109,19,42,44
1,21.06.2018 08:24,S6,79,49,67,37,29,108
1,21.06.2018 08:24,S15,104,14,77,100,87,105
1,21.06.2018 08:26,S3,55,73,21,29,14,15
1,21.06.2018 08:28,S11,16,88,21,10,51,62
1,21.06.2018 08:30,S,29,44,75,13,83,96
1,21.06.2018 08:31,S3,62,108,42,25,94,95
1,21.06.2018 08:33,S6,86,101,45,53,81,78
1,21.06.2018 08:33,S15,105,92,90,82,48,108
1,21.06.2018 08:36,S7,31,52,49,96,51,67
1,21.06.2018 08:39,S9,24,48,56,76,24,89
1,21.06.2018 08:39,S16,49,46,68,109,102,19
1,21.06.2018 08:41,S5,65,107,50,109,87,51
1,21.06.2018 08:41,S12,59,13,92,86,92,84
1,21.06.2018 08:46,S12,36,23,68,62,89,35
1,21.06.2018 08:48,S5,78,74,73,80,49,19
1,21.06.2018 08:48,S16,20,70,94,63,97,78
1,21.06.2018 08:49,S9,77,100,53,103,46,48
1,21.06.2018 08:51,S7,43,89,85,76,80,46
1,21.06.2018 08:54,S6,58,61,49,103,100,81
1,21.06.2018 08:54,S15,81,96,12,20,12,29
1,21.06.2018 08:56,S3,43,109,10,36,43,92
1,21.06.2018 09:01,S3,98,99,98,20,26,65
1,21.06.2018 09:03,S6,107,84,88,64,104,98
1,21.06.2018 09:03,S15,14,13,33,36,40,61
1,21.06.2018 09:06,S7,108,59,69,29,41,110
1,21.06.2018 09:09,S9,33,100,23,109,106,49
1,21.06.2018 09:09,S16,96,33,60,71,57,55
1,21.06.2018 09:11,S5,48,96,61,72,87,71
1,21.06.2018 09:11,S12,73,67,75,64,44,102
1,21.06.2018 09:16,S12,60,37,89,83,97,10
1,21.06.2018 09:18,S5,70,54,54,83,23,94
1,21.06.2018 09:18,S16,42,40,44,64,106,29
1,21.06.2018 09:19,S9,104,86,109,95,28,78
1,21.06.2018 09:21,S7,28,110,29,105,23,77
1,21.06.2018 09:24,S6,41,56,106,97,88,63
1,21.06.2018 09:24,S15,79,45,99,15,35,49
1,21.06.2018 09:26,S3,68,44,28,52,89,76
1,21.06.2018 09:31,S3,80,23,107,25,64,48
1,21.06.2018 09:33,S6,73,18,29,101,36,75
1,21.06.2018 09:33,S15,18,48,21,17,75,38
1,21.06.2018 09:36,S7,62,23,53,93,72,61
1,21.06.2018 09:39,S9,37,91,43,20,15,51
1,21.06.2018 09:39,S16,28,16,85,84,86,44
1,21.06.2018 09:41,S5,21,16,80,29,21,77
1,21.06.2018 09:41,S12,90,26,92,85,95,27
1,21.06.2018 09:46,S12,90,97,96,52,37,90
1,21.06.2018 09:48,S5,11,67,32,46,83,44
1,21.06.2018 09:48,S16,99,32,47,84,63,31
1,21.06.2018 09:49,S9,61,94,16,69,21,43
1,21.06.2018 09:51,S7,41,34,60,100,94,81
1,21.06.2018 09:54,S6,85,66,76,68,48,44
1,21.06.2018 09:54,S15,45,28,11,20,75,24
1,21.06.2018 09:56,S3,81,11,13,99,23,48
1,21.06.2018 10:01,S3,88,35,18,46,59,24,4,Aarau
1,21.06.2018 10:03,S6,26,98,82,20,87,13,3,Baden
1,21.06.2018 10:03,S15,14,45,89,64,90,73,2,Rapperswil
1,21.06.2018 10:06,S7,24,109,95,91,45,61,2,Rapperswil
1,21.06.2018 10:09,S9,77,104,79,27,100,103,3,Schaffhausen
1,21.06.2018 10:09,S16,104,85,45,88,20,40,2,Feldmeilen
1,21.06.2018 10:11,S5,32,25,76,108,74,82,4,Zug
1,21.06.2018 10:11,S12,90,38,101,88,16,12,1,Seuzach
1,21.06.2018 10:16,S12,71,85,95,79,39,50,4,Brugg AG
1,21.06.2018 10:18,S5,31,23,34,82,71,20
1,21.06.2018 10:18,S16,79,16,105,15,107,84,
1,21.06.2018 10:19,S9,66,74,63,80,61,21
1,21.06.2018 10:21,S7,95,40,63,65,24,90
1,21.06.2018 10:24,S6,99,53,61,23,80,91
1,21.06.2018 10:24,S15,45,41,46,85,103,84
1,21.06.2018 10:26,S3,87,70,31,12,33,39
1,21.06.2018 10:31,S3,74,41,89,93,41,76
1,21.06.2018 10:33,S6,19,62,108,83,86,49
1,21.06.2018 10:33,S15,80,65,17,23,13,24
1,21.06.2018 10:36,S7,49,46,21,103,96,46
1,21.06.2018 10:39,S9,83,12,13,97,16,78
1,21.06.2018 10:39,S16,38,89,90,39,26,30
1,21.06.2018 10:41,S5,48,75,32,21,95,52
1,21.06.2018 10:41,S12,30,30,102,37,99,64
1,21.06.2018 10:46,S12,93,108,21,76,31,49
1,21.06.2018 10:48,S5,88,67,106,50,62,71
1,21.06.2018 10:48,S16,57,43,86,37,77,93
1,21.06.2018 10:49,S9,45,100,24,52,87,90
1,21.06.2018 10:51,S7,23,69,39,30,52,86
1,21.06.2018 10:54,S6,75,87,103,99,63,66
1,21.06.2018 10:54,S15,68,11,79,56,95,68
1,21.06.2018 10:56,S3,66,13,84,20,41,110
1,21.06.2018 11:01,S3,68,92,107,85,101,29
1,21.06.2018 11:03,S6,44,96,87,12,63,85
1,21.06.2018 11:03,S15,49,68,57,43,69,54
1,21.06.2018 11:06,S7,55,68,67,56,72,68
1,21.06.2018 11:09,S9,107,19,66,37,47,37
1,21.06.2018 11:09,S16,24,70,83,31,98,105
1,21.06.2018 11:11,S5,32,24,18,44,30,96
1,21.06.2018 11:11,S12,40,33,72,67,49,91
1,21.06.2018 11:16,S12,110,86,18,80,108,108
1,21.06.2018 11:18,S5,81,53,72,90,76,54
1,21.06.2018 11:18,S16,63,54,107,104,40,61
1,21.06.2018 11:19,S9,39,108,39,99,108,98
1,21.06.2018 11:21,S7,91,43,53,43,64,103
1,21.06.2018 11:24,S6,62,27,95,71,15,24
1,21.06.2018 11:24,S15,88,14,94,34,47,103
1,21.06.2018 11:26,S3,77,98,32,18,99,77
1,21.06.2018 11:31,S3,33,69,74,84,95,89
1,21.06.2018 11:33,S6,20,14,36,74,71,75
1,21.06.2018 11:33,S15,18,102,107,83,107,31
1,21.06.2018 11:36,S7,101,77,98,14,30,39
1,21.06.2018 11:39,S9,94,50,24,24,88,73
1,21.06.2018 11:39,S16,48,27,89,37,51,73
1,21.06.2018 11:41,S5,102,94,46,70,30,105
1,21.06.2018 11:41,S12,85,19,92,75,55,83
1,21.06.2018 11:46,S12,89,13,87,31,11,51
1,21.06.2018 11:48,S5,103,87,13,69,22,90
1,21.06.2018 11:48,S16,69,22,68,88,70,84
1,21.06.2018 11:49,S9,39,35,80,100,39,32
1,21.06.2018 11:51,S7,69,109,59,104,44,109
1,21.06.2018 11:54,S6,34,89,25,33,51,29
1,21.06.2018 11:54,S15,38,15,109,106,38,89
1,21.06.2018 11:56,S3,21,41,80,59,48,106
1,21.06.2018 12:01,S3,39,45,20,46,78,69
1,21.06.2018 12:03,S6,82,23,70,58,13,32
1,21.06.2018 12:03,S15,28,100,44,12,12,65
1,21.06.2018 12:06,S7,89,21,28,86,74,47
1,21.06.2018 12:09,S9,43,89,36,36,71,78
1,21.06.2018 12:09,S16,37,92,52,52,59,56
1,21.06.2018 12:11,S5,83,37,53,104,69,24
1,21.06.2018 12:11,S12,29,17,87,61,47,65
1,21.06.2018 12:16,S12,94,70,72,42,45,94
1,21.06.2018 12:18,S5,71,68,107,66,70,79
1,21.06.2018 12:18,S16,24,91,99,14,74,71
1,21.06.2018 12:19,S9,99,31,78,40,66,60
1,21.06.2018 12:21,S7,30,23,33,106,76,65
1,21.06.2018 12:24,S6,105,35,105,82,49,109
1,21.06.2018 12:24,S15,19,21,21,78,84,42
1,21.06.2018 12:26,S3,106,27,98,102,85,80
1,21.06.2018 12:31,S3,102,103,81,83,77,26
1,21.06.2018 12:33,S6,79,80,45,65,101,25
1,21.06.2018 12:33,S15,39,50,97,45,85,106
1,21.06.2018 12:36,S7,71,59,83,93,44,80
1,21.06.2018 12:39,S9,24,81,21,80,63,61
1,21.06.2018 12:39,S16,93,60,77,11,61,42
1,21.06.2018 12:41,S5,29,41,71,91,33,89
1,21.06.2018 12:41,S12,45,97,53,40,50,31
1,21.06.2018 12:46,S12,28,76,84,24,90,66
1,21.06.2018 12:48,S5,68,15,89,90,14,74
1,21.06.2018 12:48,S16,38,62,72,22,76,40
1,21.06.2018 12:49,S9,81,64,43,89,63,96
1,21.06.2018 12:51,S7,45,38,103,100,65,16
1,21.06.2018 12:54,S6,93,59,102,65,71,107
1,21.06.2018 12:54,S15,65,88,22,14,13,86
1,21.06.2018 12:56,S3,40,38,51,85,20,79
1,21.06.2018 13:01,S3,21,96,56,38,81,25
1,21.06.2018 13:03,S6,46,106,63,73,52,81
1,21.06.2018 13:03,S15,19,89,63,54,99,35
1,21.06.2018 13:06,S7,33,88,19,66,25,11
1,21.06.2018 13:09,S9,26,40,84,13,26,46
1,21.06.2018 13:09,S16,62,42,35,43,13,41
1,21.06.2018 13:11,S5,37,34,40,10,68,73
1,21.06.2018 13:11,S12,110,92,87,103,81,90
1,21.06.2018 13:16,S12,25,68,70,73,84,29
1,21.06.2018 13:18,S5,35,28,78,32,67,12
1,21.06.2018 13:18,S16,82,42,97,67,101,30
1,21.06.2018 13:19,S9,21,25,20,96,58,38
1,21.06.2018 13:21,S7,56,96,27,19,58,11
1,21.06.2018 13:24,S6,25,89,11,24,16,78
1,21.06.2018 13:24,S15,18,58,37,42,44,86
1,21.06.2018 13:26,S3,89,44,95,94,44,38
1,21.06.2018 13:31,S3,46,67,82,74,32,95
1,21.06.2018 13:33,S6,78,30,45,80,34,88
1,21.06.2018 13:33,S15,46,60,41,110,106,81
1,21.06.2018 13:36,S7,67,105,23,52,28,55
1,21.06.2018 13:39,S9,47,52,76,99,70,81
1,21.06.2018 13:39,S16,40,64,47,21,39,100
1,21.06.2018 13:41,S5,101,56,57,106,108,40
1,21.06.2018 13:41,S12,109,90,109,15,104,12
1,21.06.2018 13:46,S12,70,16,67,38,63,19
1,21.06.2018 13:48,S5,26,89,58,106,85,97
1,21.06.2018 13:48,S16,108,80,84,89,73,41
1,21.06.2018 13:49,S9,30,89,98,22,27,47
1,21.06.2018 13:51,S7,73,11,92,95,27,28
1,21.06.2018 13:54,S6,72,44,109,64,13,72
1,21.06.2018 13:54,S15,100,24,34,59,74,43
1,21.06.2018 13:56,S3,18,78,34,31,15,59
1,21.06.2018 14:01,S3,61,75,65,102,79,43
1,21.06.2018 14:03,S6,98,86,104,100,38,69
1,21.06.2018 14:03,S15,109,105,44,28,99,58
1,21.06.2018 14:06,S7,96,73,25,97,41,95
1,21.06.2018 14:09,S9,89,85,55,70,26,38
1,21.06.2018 14:09,S16,81,93,103,77,70,38
1,21.06.2018 14:11,S5,69,35,46,11,47,25
1,21.06.2018 14:11,S12,91,99,84,10,16,79
1,21.06.2018 14:16,S12,51,33,98,52,51,95
1,21.06.2018 14:18,S5,56,52,14,67,28,109
1,21.06.2018 14:18,S16,19,56,37,19,108,40
1,21.06.2018 14:19,S9,57,18,93,49,61,12
1,21.06.2018 14:21,S7,71,79,18,47,96,57
1,21.06.2018 14:24,S6,101,56,44,27,56,44
1,21.06.2018 14:24,S15,87,20,64,76,83,14
1,21.06.2018 14:26,S3,46,88,109,88,11,17
1,21.06.2018 14:31,S3,77,95,33,37,34,95
1,21.06.2018 14:33,S6,59,35,38,60,106,53
1,21.06.2018 14:33,S15,97,15,39,91,93,91
1,21.06.2018 14:36,S7,61,87,64,105,41,52
1,21.06.2018 14:39,S9,91,89,64,98,36,85
1,21.06.2018 14:39,S16,32,32,15,40,85,38
1,21.06.2018 14:41,S5,94,59,34,90,93,107
1,21.06.2018 14:41,S12,86,37,78,15,60,94
1,21.06.2018 14:46,S12,15,41,74,37,108,52
1,21.06.2018 14:48,S5,56,94,34,42,92,20
1,21.06.2018 14:48,S16,42,105,74,107,91,73
1,21.06.2018 14:49,S9,75,77,75,100,96,75
1,21.06.2018 14:51,S7,61,64,79,29,13,108
1,21.06.2018 14:54,S6,73,28,36,33,22,73
1,21.06.2018 14:54,S15,38,67,68,71,38,27
1,21.06.2018 14:56,S3,31,77,28,12,89,40
1,21.06.2018 15:01,S3,78,56,31,38,68,59
1,21.06.2018 15:03,S6,37,55,71,59,105,90
1,21.06.2018 15:03,S15,66,56,106,14,19,73
1,21.06.2018 15:06,S7,25,29,99,84,12,95
1,21.06.2018 15:09,S9,31,105,40,101,46,17
1,21.06.2018 15:09,S16,11,79,32,11,81,90
1,21.06.2018 15:11,S5,92,48,20,22,12,67
1,21.06.2018 15:11,S12,98,76,105,79,69,106
1,21.06.2018 15:16,S12,45,47,67,48,100,69
1,21.06.2018 15:18,S5,71,82,31,88,97,42
1,21.06.2018 15:18,S16,73,56,32,70,22,29
1,21.06.2018 15:19,S9,58,109,27,95,43,16
1,21.06.2018 15:21,S7,28,32,72,49,108,78
1,21.06.2018 15:24,S6,35,87,41,30,64,34
1,21.06.2018 15:24,S15,21,22,29,37,99,68
1,21.06.2018 15:26,S3,32,42,13,25,29,77
1,21.06.2018 15:31,S3,29,22,53,103,57,60
1,21.06.2018 15:33,S6,88,65,51,13,27,68
1,21.06.2018 15:33,S15,98,16,19,82,39,93
1,21.06.2018 15:36,S7,44,48,97,54,21,71
1,21.06.2018 15:39,S9,92,45,51,50,79,12
1,21.06.2018 15:39,S16,76,102,27,62,49,31
1,21.06.2018 15:41,S5,54,11,88,104,35,46
1,21.06.2018 15:41,S12,76,73,44,91,97,65
1,21.06.2018 15:46,S12,55,30,47,94,22,13
1,21.06.2018 15:48,S5,41,89,28,39,101,74
1,21.06.2018 15:48,S16,38,101,67,55,23,19
1,21.06.2018 15:49,S9,36,12,31,24,91,68
1,21.06.2018 15:51,S7,47,25,37,104,12,98
1,21.06.2018 15:54,S6,98,74,31,46,79,16
1,21.06.2018 15:54,S15,47,90,80,62,95,23
1,21.06.2018 15:56,S3,25,27,107,36,89,15
1,21.06.2018 16:01,S3,100,37,76,78,65,94
1,21.06.2018 16:01,S11,80,24,19,78,90,28
1,21.06.2018 16:03,S6,44,44,65,66,33,76
1,21.06.2018 16:03,S15,83,34,21,95,42,82
1,21.06.2018 16:06,S7,40,86,22,106,103,48
1,21.06.2018 16:09,S9,105,47,85,88,25,31
1,21.06.2018 16:09,S16,107,37,72,99,87,65
1,21.06.2018 16:11,S5,21,52,29,35,50,103
1,21.06.2018 16:11,S12,79,83,22,52,45,10
1,21.06.2018 16:16,S12,70,91,53,18,59,76
1,21.06.2018 16:18,S5,107,62,30,42,108,92
1,21.06.2018 16:18,S16,38,72,32,108,94,90
1,21.06.2018 16:19,S9,60,43,82,25,15,86
1,21.06.2018 16:21,S7,91,60,78,106,73,16
1,21.06.2018 16:24,S6,70,80,26,87,100,36
1,21.06.2018 16:24,S15,105,31,59,89,54,35
1,21.06.2018 16:26,S3,36,108,59,30,22,22
1,21.06.2018 16:27,S,55,27,104,41,40,100
1,21.06.2018 16:31,S3,22,81,83,35,59,65
1,21.06.2018 16:31,S11,101,24,76,26,93,63
1,21.06.2018 16:33,S6,54,93,37,86,61,66
1,21.06.2018 16:33,S15,59,81,89,99,85,54
1,21.06.2018 16:36,S7,46,57,104,12,94,13
1,21.06.2018 16:39,S9,59,65,98,40,101,58
1,21.06.2018 16:39,S16,101,52,83,19,26,109
1,21.06.2018 16:41,S5,40,19,100,37,84,109
1,21.06.2018 16:41,S12,92,100,52,23,79,36
1,21.06.2018 16:42,S21,76,44,97,51,87,48
1,21.06.2018 16:46,S12,54,48,94,102,73,57
1,21.06.2018 16:48,S5,25,13,36,96,101,89
1,21.06.2018 16:48,S16,65,81,15,49,62,103
1,21.06.2018 16:49,S9,22,101,78,24,98,63
1,21.06.2018 16:51,S7,22,48,77,88,64,107
1,21.06.2018 16:54,S6,87,16,26,100,71,104
1,21.06.2018 16:54,S15,13,83,73,26,96,81
1,21.06.2018 16:56,S3,106,35,92,35,51,65
1,21.06.2018 17:01,S3,78,27,55,109,104,77
1,21.06.2018 17:01,S11,99,80,35,11,86,49
1,21.06.2018 17:03,S6,68,76,24,108,82,29
1,21.06.2018 17:03,S15,82,25,26,39,84,44
1,21.06.2018 17:06,S7,103,46,84,93,53,59
1,21.06.2018 17:09,S9,21,23,75,88,42,107
1,21.06.2018 17:09,S16,76,29,13,89,66,77
1,21.06.2018 17:11,S5,51,97,91,69,47,86
1,21.06.2018 17:11,S12,79,95,100,25,77,41
1,21.06.2018 17:12,S21,37,93,34,29,32,103
1,21.06.2018 17:14,S21,73,68,46,59,56,88
1,21.06.2018 17:16,S12,26,11,92,101,58,109
1,21.06.2018 17:18,S5,43,23,76,41,51,61
1,21.06.2018 17:18,S16,23,78,47,52,72,22
1,21.06.2018 17:19,S9,53,35,29,38,105,23
1,21.06.2018 17:21,S7,15,105,86,63,51,32
1,21.06.2018 17:24,S6,59,67,109,93,24,78
1,21.06.2018 17:24,S15,93,12,48,45,29,68
1,21.06.2018 17:26,S3,61,52,84,105,79,71
1,21.06.2018 17:27,S,61,94,56,66,37,52
1,21.06.2018 17:31,S3,100,69,77,22,65,43
1,21.06.2018 17:31,S11,53,65,62,57,75,27
1,21.06.2018 17:33,S6,57,83,11,96,69,40
1,21.06.2018 17:33,S15,13,101,26,91,37,33
1,21.06.2018 17:36,S7,53,15,18,110,80,102
1,21.06.2018 17:39,S9,90,47,20,15,44,35
1,21.06.2018 17:39,S16,89,31,23,26,84,85
1,21.06.2018 17:41,S5,99,82,46,106,70,78
1,21.06.2018 17:41,S12,99,96,56,27,29,26
1,21.06.2018 17:42,S21,12,40,66,12,45,13
1,21.06.2018 17:44,S21,77,33,47,23,85,100
1,21.06.2018 17:46,S12,39,36,31,105,33,106
1,21.06.2018 17:48,S5,14,54,83,93,18,75
1,21.06.2018 17:48,S16,54,52,92,72,10,105
1,21.06.2018 17:49,S9,107,21,13,52,29,30
1,21.06.2018 17:51,S7,35,99,31,53,27,39
1,21.06.2018 17:54,S6,31,72,20,82,15,108
1,21.06.2018 17:54,S15,62,76,30,14,105,106
1,21.06.2018 17:56,S3,69,17,86,15,18,39
1,21.06.2018 18:01,S3,74,100,15,56,61,76
1,21.06.2018 18:01,S11,57,49,26,70,39,55
1,21.06.2018 18:03,S6,46,110,17,32,67,20
1,21.06.2018 18:03,S15,34,46,52,21,106,38
1,21.06.2018 18:06,S7,77,69,19,29,13,63
1,21.06.2018 18:09,S9,76,104,58,60,54,35
1,21.06.2018 18:09,S16,105,41,27,82,101,51
1,21.06.2018 18:11,S5,98,38,67,87,12,55
1,21.06.2018 18:11,S12,53,31,69,109,48,15
1,21.06.2018 18:12,S21,80,20,89,23,84,105
1,21.06.2018 18:14,S21,55,43,12,78,107,26
1,21.06.2018 18:16,S12,50,106,93,97,16,54
1,21.06.2018 18:18,S5,12,49,81,66,90,33
1,21.06.2018 18:18,S16,40,28,33,110,18,91
1,21.06.2018 18:19,S9,61,102,83,77,100,55
1,21.06.2018 18:21,S7,99,24,22,26,63,80
1,21.06.2018 18:24,S6,92,74,85,71,82,102
1,21.06.2018 18:24,S15,25,22,37,68,28,105
1,21.06.2018 18:26,S3,16,102,98,67,28,32
1,21.06.2018 18:27,S,85,10,82,84,47,35
1,21.06.2018 18:31,S3,25,36,70,15,69,20
1,21.06.2018 18:31,S11,64,105,77,51,35,97
1,21.06.2018 18:33,S6,77,29,32,49,70,13
1,21.06.2018 18:33,S15,55,98,38,44,103,99
1,21.06.2018 18:36,S7,45,66,89,86,21,68
1,21.06.2018 18:39,S9,99,100,105,97,68,76
1,21.06.2018 18:39,S16,82,71,56,25,89,67
1,21.06.2018 18:41,S5,35,49,105,25,45,69
1,21.06.2018 18:41,S12,30,109,99,41,44,57
1,21.06.2018 18:42,S21,110,62,37,64,18,27
1,21.06.2018 18:44,S21,40,12,73,41,39,101
1,21.06.2018 18:46,S12,30,64,45,45,28,25
1,21.06.2018 18:48,S5,53,26,66,86,57,102
1,21.06.2018 18:48,S16,29,22,57,16,35,73
1,21.06.2018 18:49,S9,37,103,78,87,89,88
1,21.06.2018 18:51,S7,16,36,19,57,83,104
1,21.06.2018 18:54,S6,35,91,106,17,28,32
1,21.06.2018 18:54,S15,103,90,21,76,104,104
1,21.06.2018 18:56,S3,103,41,103,60,67,59
1,21.06.2018 19:01,S3,60,57,22,104,51,56
1,21.06.2018 19:03,S6,12,23,52,82,61,60
1,21.06.2018 19:03,S15,91,54,106,20,100,103
1,21.06.2018 19:06,S7,47,75,74,94,86,85
1,21.06.2018 19:09,S9,89,99,18,28,104,78
1,21.06.2018 19:09,S16,34,45,60,91,63,25
1,21.06.2018 19:11,S5,105,99,96,71,81,83
1,21.06.2018 19:11,S12,73,104,80,53,53,27
1,21.06.2018 19:16,S12,100,67,11,95,24,63
1,21.06.2018 19:18,S5,72,84,40,42,49,21
1,21.06.2018 19:18,S16,67,45,32,94,77,75
1,21.06.2018 19:19,S9,68,29,93,61,43,56
1,21.06.2018 19:21,S7,91,26,41,35,17,98
1,21.06.2018 19:24,S6,92,87,81,106,93,87
1,21.06.2018 19:24,S15,33,56,42,77,87,96
1,21.06.2018 19:26,S3,69,12,40,40,26,17
1,21.06.2018 19:31,S3,21,48,100,89,52,90
1,21.06.2018 19:33,S6,98,95,105,46,74,106
1,21.06.2018 19:33,S15,86,67,95,64,62,53
1,21.06.2018 19:36,S7,79,64,102,23,65,73
1,21.06.2018 19:39,S9,102,106,99,59,29,31
1,21.06.2018 19:39,S16,37,98,58,42,35,78
1,21.06.2018 19:41,S5,102,85,27,44,52,45
1,21.06.2018 19:41,S12,87,19,39,88,72,87
1,21.06.2018 19:46,S12,12,16,51,43,86,79
1,21.06.2018 19:48,S5,14,79,45,10,76,77
1,21.06.2018 19:48,S16,37,108,110,17,97,62
1,21.06.2018 19:49,S9,62,50,31,104,64,57
1,21.06.2018 19:51,S7,27,24,27,43,99,68
1,21.06.2018 19:54,S6,91,48,66,80,26,12
1,21.06.2018 19:54,S15,73,93,103,16,30,32
1,21.06.2018 19:56,S3,18,10,59,72,63,22
1,21.06.2018 20:01,S3,20,94,102,36,93,65
1,21.06.2018 20:03,S6,26,47,56,75,79,57
